0,1,http,https,#,@,len,negative_weight,positive_weight,neutral_weight
neutral,"#Liebe: Sich ""VERlieben""...ein Missverständnis ?! http://t.co/IxSPQXfE0J",1,1,1,0,6,1,1,6
negative,#lindenstrasse armer gung,0,0,1,0,3,3,0,0
neutral,#linkaloo #newsDE Prozess vor Militärgericht: Wikileaks-Informant Manning entschuldigt sich… http://t.co/PY2akV1XHJ,1,1,2,0,10,1,2,10
neutral,#love #fun #kiss #Blümchen #winter #kalt #pink #weiß #blau #bla #bli #blub #blub #ich lass #mich #fallen #lächeln... http://t.co/sH8QrC9UCu,1,1,17,0,19,2,6,19
neutral,"#lptrop ""Früher war die AG Technik mal besser!"" Diese Aussage konnte gerade jeder live im Stream hören. Fehler gefunden? Danke @AGTECHNIK",0,0,1,1,21,13,12,21
neutral,#LUDWIGSFELDE/#BRANDENBURG/#HAVEL: 22-Jähriger bei Autounfall ums Leben gekommen &gt;&gt; http://t.co/JIL0agFz3X,1,1,3,0,9,5,3,9
neutral,"#Luhukay: ""Keine neuen Verletzten. #Wagner steigt heute wieder ins Training ein."" #hahohe",0,0,3,0,12,5,5,12
negative,#lw #schlecht #nägel #red #lol #tv #haha #long #hair http://t.co/viy2rPDcov,1,1,9,0,10,10,0,0
neutral,#mahlzeit #vanille #eis #streusel #bunt http://t.co/qgUnlI5qYs,1,1,5,0,6,0,0,6
positive,#MakeitSimple #EvernoteWorld #Challenge,0,0,3,0,3,0,3,0
positive,#manucure #french #nails #nailart #kiff #passion #likeit #nice #craquele http://t.co/FmMYQ6b24T,1,1,9,0,10,0,10,0
neutral,#MaxFleischer #cartoons http://t.co/Xx6bSyuGta,1,1,2,0,3,0,0,3
neutral,#Maxschneiderandbabesgreece #Maxschneiderandbabesgreece #Maxschneiderandbabesgreece #Maxschneiderandbabesgreece #Maxschneiderandbabesgreece,0,0,5,0,5,0,0,5
positive,#me #girl #rest #like #likeit #cool #smile #nice #cute @ Platon http://t.co/D6JcJhI9Uf,1,1,9,1,12,3,12,5
neutral,#Medienkäfig: Löwen feiern eine Party (Mannheimer Morgen) http://t.co/tQkpO5uv2f #loewensieg,1,1,2,0,9,2,2,9
positive,#meer #italien #summer #amalfi #ausblick #endlos #ferien #badehose #indernähevonneapel #yoloschinken #undco. by... http://t.co/6Oqt0MxmHq,1,1,11,0,13,0,13,2
neutral,"#Merkel angeblich schon seit 2002 auf #NSA-Überwachungsliste http://t.co/vq7IITFSXM #Merkelphone erregt, Millionen andere nicht!",1,1,3,0,13,6,6,13
neutral,#Merkel schließt große Koalition nicht aus. Mit einem Schlag macht sie den Wahlkampf der #SPD kaputt.,0,0,2,0,16,12,14,16
negative,#Miami Crash Victim: Partner Of 40 Years Died In My Arms: Crash Victim: Partner Of 40 Years Died In My Arms SO... http://t.co/NxtJlqZuNO,1,1,1,0,23,23,8,12
neutral,#mp3 #music $0.88 Zeitgeist - Illusion Of Light (2008) http://t.co/XBwTi47ys7,1,1,2,0,10,2,2,10
neutral,#muenchen - Scharfe Maus aus Muenchen sucht Liebesverhaeltnis privat darueber hinaus taktvoll http://t.co/Up57FPmLSr,1,1,1,0,13,3,3,13
positive,"#Museum, #Planes, #Red_Bull, #Friedrichshafen, #Nice, #Cool, #Good, #Fast, #Speed. @ Dornier Museum… http://t.co/3sRbYt3Zt6",1,1,9,1,13,0,13,1
positive,#museuminsel #ich #kunst #grünen #friede #smile #peace #glücklich #besuchen @ Alte Nationalgalerie http://t.co/ZO6wp5Mtj4,1,1,9,1,13,1,13,4
positive,"#music #Hindemitz #oboe #cool #loveit #sehr #langsam #wiezuerst #paul #hindemitz, #i #love #you! http://t.co/VbbKopCP5p",1,1,13,0,14,3,14,3
neutral,#Nürnberg trifft zum Ausgleich in #Frankfurt! #sgefcn #buli,0,0,4,0,8,3,4,8
positive,"#Nabil #Fahmy, #ägyptischer #Außenminister kritisiert den #Westen (und mit Recht). Argumente: #Doppelstandards, #Einmischung #Verharmlosung",0,0,8,0,14,4,14,4
neutral,#nachrichten Jenny Elvers-Elbertzhag... http://t.co/tOjkI3seC6,1,1,1,0,4,1,0,4
neutral,"#NASCAR Mark Martin soll angeblich ab Bristol die #14 so lange übernehmen, bis Tony Stewart wieder fit ist. Bekanntgabe wohl am Montag.",0,0,2,0,22,11,13,22
neutral,"#NDR: Tatort, #NTV: Nachrichten, #SWR: Fahr mal hin, #WDR: Weltweit, #ZDFKULTUR: Ab 18!, #ZDFneo: Scott &amp; Bailey",0,0,6,0,17,3,3,17
neutral,#Newbie Re: Ein herzliches Hallo aus dem Rhein Sieg Kreis http://t.co/bkP4dmpeP1 #Ducati #SBK,1,1,3,0,13,5,5,13
neutral,"#nichtschlechtstaunte heute mit einem guten Grund, aus der Dusche zu steigen: aufgrund Türklingelns! http://t.co/G0iiyvyDy6",1,1,1,0,14,7,7,14
neutral,#Nottingham #Forest führt im Capital One Cup mit 1-0 gegen #Millwall durch #Derbyshire.,0,0,4,0,13,4,6,13
positive,#nowplaying die neue Scheibe von Someone´s Diary http://t.co/FrD3Xy3t3h Yuppiduppi! Aber das sagte ich ja schon mal ...,1,1,1,0,17,10,17,11
neutral,#NP Rick ross ft Kanye west - live fast and die young ... d-_-b,0,0,1,0,14,6,7,14
neutral,#NS 07:46 Verstoring Enschede-Deventer (defecte trein) Info: http://t.co/uyjgKePae9,1,1,1,0,8,0,0,8
neutral,#NSA #Merkels geheimes Nusskuchenrezept demnächst exklusiv bei Dunkin' Donuts http://t.co/xux5UqXdLS,1,1,2,0,10,2,3,10
neutral,#NSA-Affäre: Europäische Delegationen sollen Skandal klären - heise online http://t.co/rwVxv458md,1,1,1,0,10,2,1,10
neutral,#NW PSV Eindhoven-Milan AC,0,0,1,0,4,1,0,4
negative,#Obdachlosigkeit #Ungarn #strafbar https://t.co/0xnGuK5bwp,1,1,3,0,4,4,0,0
neutral,#OneDirection schafft was #DoctorWho nicht schafft: Premiere in London!!!,0,0,2,0,9,3,4,9
neutral,#ONLINE #sicher #Druck ▸ #web-to-print #Businesslösungen Beispiel: Produktgruppe #Blocks http://t.co/lZ0LmLu3xw,1,1,6,0,10,0,2,10
neutral,#ONLINE #sicher #Druck ▸ #web-to-print #Businesslösungen Beispiel: Produktgruppe #Roll-Up-Displays http://t.co/FKJsEiUfn9,1,1,6,0,10,0,2,10
neutral,#ootd #ledershortsundschleifchen #makeitnasty http://t.co/fUv2jP2enO,1,1,3,0,4,0,0,4
neutral,#opblitzkrieg Innenminister Pistorius täuscht Interesse an Datensicherheit vor! http://t.co/EQMimWWURT #GAGA,1,1,2,0,10,1,1,10
neutral,"#opblitzkrieg kalte Ehe, warme Affäre, Herz spricht plötzlich http://t.co/A0P8CMxlv2",1,1,1,0,9,1,1,9
neutral,"#ORF1: Desperate Housewives, #SRF2: Top Gear, #3sat: NZZ Format, #Arte: Twin Peaks, #WDR: Lokalzeit aus Aachen",0,0,5,0,16,2,2,16
neutral,"#ORF2: Heute konkret, #3sat: Nano, #EinsFestival: Nichts als Ärger mit den Männern, #N24: N24 Cassini, #Nick/CC: Cosmo &amp; Wanda",0,0,5,0,19,6,6,19
positive,#pfadfinderlager #grüße #aus #oberösterreich #so #sexy #partyhard #chillenwithfriends #zeltwerk… http://t.co/y5kpcKzGST,1,1,9,0,10,0,10,2
neutral,#Pflege Re: seltsamer Geruch und Rauchentwicklung nach dem Waschen http://t.co/liAf3Z1SN8 #Ducati #SBK,1,1,3,0,12,3,3,12
neutral,"#Philohaiku 951. Verabsolutier' / Niemals das Spezielle: / Würdest zum Monster. #haiku, #philosophy, #machiavelli",0,0,4,0,14,4,4,14
positive,#pokémon #rules :D #gefunden #auf #sun001 #eben #wieder #entdeckt #memories #so #cool #los #dragoran! #instacool ... http://t.co/uzbdT5iPwS,1,1,14,0,17,3,17,3
neutral,"#Porsche, #911, #997 :Windschott gebrochen http://t.co/KlGkGV9BXd",1,1,3,0,6,1,0,6
neutral,"#Porsche, #Tuning, #Umbau :Heck stabilisieren http://t.co/W7RpLuYOiw",1,1,3,0,6,0,0,6
neutral,#Protschka: #Inflationsrate erreicht kritischen #Punkt http://t.co/UgS270GYcO #AfD #btw #Kaufkraft #Kartoffelpreise http://t.co/hKaD79M86E,2,2,7,0,11,1,1,11
positive,#psalm #23 #ich #will #bei #dir #bleiben #mein #leben #lang #gott #ist #immer #da #seine #arme #sind… http://t.co/WilceSclQE,1,1,17,0,18,1,18,3
neutral,#Puff #Laufhaus #Eroscenter #Bordell Flair Massagen aus #Berlin #Germany #Deutschland: http://t.co/G3LQZ9aUft,1,1,7,0,11,1,2,11
positive,"#QUALITÄT #online #Druck ▸ Briefbogen &gt; Hervorragende Qualität, maximale Farbgenauigkeit http://t.co/qAsqAJwQHq",1,1,3,0,11,0,11,5
neutral,#RacialProfiling: Bundesregierung rechtfertigt rassistische Polizeikontrollen: http://t.co/NS2Mdljhzk,1,1,1,0,6,0,0,6
neutral,"#Rammsteins #TillLindemann zweiter Gedichtband ""In stillen Nächten"" erscheint heute!",0,0,2,0,9,0,1,9
neutral,#Random Ich habe mal für ein 8Bit-Spiel den Soundtrack produziert. Ich habe seit Monaten nichts mehr davon gehört.,0,0,1,0,18,12,15,18
neutral,#Rechtsnews #ARD Diskriminierung wegen ethnischer Zugehörigkeit http://t.co/ddGdZOrrRN #OGH #Diskriminierung #Ausländer #Arbeit,1,1,6,0,11,1,1,11
neutral,#Reduziert: #Nikon Fernauslöser MC-DC2 http://t.co/SfVS2htWcm,1,1,2,0,5,0,0,5
neutral,#Rettung gescheitert - #dayli macht endgültig zu. 2200 #Mitarbeiter verlieren ihren #Job. http://t.co/YYaiQAfZaa,1,1,4,0,13,12,4,13
neutral,#Reutlingen #Zeuge nach Unfall rechts vor links gesucht 09.03.2013 http://t.co/0F29HPzdOD,1,1,2,0,10,4,3,10
neutral,#Rhein_Kreis_Neuss: Bessere Hilfen für psychisch Kranke http://t.co/0t0R6fiyMn via @wznewsline,1,1,1,1,9,2,3,9
neutral,#ribery erweckt Straßenfußball Kommentare bei #belarethy #nassmachen #fcbvpl #fcbfcvp bitte mehr davon @dirk_adam @ZDFsportstudio @ZDFsport,0,0,5,3,15,3,5,15
neutral,#RT #FB Katholische Kirche schreibt Missbrauchsstudie neu aus: Anfang 2013 hatte die katholische K... http://t.co/qU3klo1QLk @svorreiter,1,1,2,1,16,3,6,16
neutral,#RT #FB Kommentar: Briten-Geheimdienst macht sich lächerlich: Mit seiner bizarren Aktion gegen den... http://t.co/cN2HCeRKNd @svorreiter,1,1,2,1,15,5,7,15
neutral,#RT #FB Verzögerung: Technische Störungen bei WhatsApp: Der beliebte Nachrichten-Dienst WhatsApp h... http://t.co/xiWPRHTkIs @svorreiter,1,1,2,1,14,3,2,14
neutral,"#s21 Leistung, Brandschutz, Kosten, nutzen, Stadtentwicklung, Infrastruktur, Zukunft: SCHROTT",0,0,1,0,9,0,0,9
neutral,#Samsung &amp; #Apple sind #Deutschlands liebste #Smartphone-#Hersteller http://t.co/bFmWQLFwnf via @teltarif,1,1,5,1,10,5,4,10
positive,#schönstes #wochenende #seit #langem #wandern #blöd #fotos #wunderschön #mit #euch #zwei @sarah23590 @annetti_c... http://t.co/yoxGMCqYCq,1,1,11,2,14,0,14,0
negative,#schauhin Alltagsrassismus: http://t.co/KN7ZJNHQeK,1,1,1,0,3,3,0,1
negative,#scheisse http://t.co/pwyQnYNrlc,1,1,1,0,2,2,0,0
negative,"#schlagzeilen Designer-Kauz Colani: Funktioniert nicht? Interessiert nicht!: Sinkende Superboote, Lastwagen wi... http://t.co/xPiP7u7GpF",1,1,1,0,12,12,1,6
neutral,#schlagzeilen Merkel soll auch: Steinmeier zu Aussage vor Kontrollgremium bereit: Frank-Walter Steinmeier will... http://t.co/9vUL7BTPYS,1,1,1,0,14,6,3,14
neutral,#schlagzeilen Schäubles Steuerpläne: Finanzminister plant Vorstoß gegen kalte Progression: Wolfgang Schäuble w... http://t.co/egFOsENkDM,1,1,1,0,13,3,1,13
neutral,#schlagzeilen Trotz Gewinnsprung: Cisco streicht 4000 Stellen: Kaum hatte Cisco einen beachtlichen Gewinnsprun... http://t.co/hkN6d51Rq5,1,1,1,0,14,5,3,14
neutral,#Schmuck SAL Y LIMON Armreif: Seit 2009 verzaubert SAL Y LIMON mit verspielten Kreationen f&amp;uuml;r spannende L... http://t.co/eaAyC4Inuh,1,1,1,0,18,2,1,18
neutral,#Schmuck SAL Y LIMON Armreif: Seit 2009 verzaubert SAL Y LIMON mit verspielten Kreationen f&amp;uuml;r spannende L... http://t.co/XMjsTn8Kcj,1,1,1,0,18,2,1,18
neutral,#Schock #Karriereleiter #Burnout #Stress #Zeitdiebe #Lebensqualität #Workaholic #Arbeitgeber #Unternehmer http://t.co/jJagw8C8FK,1,1,9,0,10,0,0,10
neutral,"#Schorsch's Haustrunk, Lager Name, langer Abgang, lecker. #Biertest http://t.co/mMPfnqJ2U6",1,1,2,0,9,1,1,9
neutral,"#Schwarzenbek TEMP 7,9°C (abfallend) WIND 0km/h --- REGEN 0,0mm FEUCHTE 98% SONNE 0,0h MEHR UNTER http://t.co/IzdCUM7y1w",1,1,1,0,16,1,0,16
neutral,#schweizerinnen will herr de weck nicht zeigen. dafür müssen heisere moderatoren das wetter auf dem dach zeigen. #srf,0,0,2,0,18,8,9,18
neutral,#Science Archäologie: Zivilisierte Verdauung http://t.co/CYuMXxhSHN,1,1,1,0,5,0,0,5
positive,#sehnsucht #heimat #schwarzwald http://t.co/bpOHVa7KLH,1,1,3,0,4,0,4,0
neutral,#seitensprung Dame sucht Abenteuer ohne Anspruch unauffaellig und gut aussehend http://t.co/wWt7jBGALk,1,1,1,0,11,4,4,11
neutral,#seitensprung geile hausfrauen aus oesterreich und schweiz hier http://t.co/ObocxB8FVU,1,1,1,0,9,3,5,9
neutral,#seitensprung Liebesbriefe: Fremdgehen und Freunde bleiben - Berliner Morgenpost: Berichte ueber Seitensprung ... http://t.co/Dj03vEHf4e,1,1,1,0,14,6,7,14
neutral,#seitensprung One Night Stand oder das Fremdgehen? http://t.co/wFjIqWwtuV,1,1,1,0,8,3,3,8
neutral,#Seitensprung online finden Eisenstadt http://t.co/ugnxP4wlC4,1,1,1,0,5,1,1,5
neutral,#seitensprung Weib sucht Abenteuer ohne Anspruch unauffaellig und attraktiv http://t.co/BdLSucHqv4,1,1,1,0,10,3,3,10
positive,"#Sexkontakte Dreamboy4090 (34) aus 06126 halle: Bin dauergeil, spontan und freizügig, sportlich sch... http://t.co/iovVgbL5IF #ard #pro7",1,1,3,0,16,3,16,9
neutral,#Sexkontakte leo379 (34) aus 37574 Einbeck: Fag doch wenn ihr was wissen wollt http://t.co/N6pVpwCh6Y #ard #pro7,1,1,3,0,16,6,11,16
neutral,"#SharePictChibi #MNCKonserMerdekaRakyat @Cherrybelleindo http://t.co/H5pAhVHCuP"" @Twibi_SBY @Twibi_Bandung",1,1,2,3,6,0,0,6
neutral,#sn #solinetz #up3sn „Es fehlen internationale Manager“: Berater Niklas Schaffmeister lebte… http://t.co/EkImrZXxVj,1,1,3,0,12,1,1,12
neutral,#sn #solinetz #up3sn Wall Street-Ausblick: US-Anleger brauchen Klarheit http://t.co/VidLs9iB91,1,1,3,0,9,0,1,9
positive,#sommer #sonne #sonnenschein was will frau mehr :),0,0,3,0,8,4,8,6
positive,#sonne #aussicht #genießen #fahrrad #fahren #schön #bewölkt #angenehm #kühl http://t.co/xDBHG5t9uo,1,1,9,0,10,0,10,0
negative,#sonntag #tired #me #boring #keine #lust #zu #lächeln #zeitungen #austrage# #keine #lust #viel #zu #früh http://t.co/0Mw5QVomOY,1,1,16,0,16,16,5,1
neutral,#Spenden zum Monat der Weltmission nehmen wir auch gerne online entgegen. Hier unsere Projekte » http://t.co/ELs1srNHqs #Ägypten #wms13 ^rs,1,1,3,0,19,8,9,19
neutral,"#SRF1: Danke Happy Day, #EinsFestival: Die Rätsel der Nacht, #MDR: Sachsen-Anhalt Heute, #MOTORVISION: Dumbest Stuff on Wheels",0,0,4,0,17,5,6,17
positive,#starcitizen: 23 Millionen geschafft: Xi'An Scout http://t.co/8VYRAiTNmU,1,1,1,0,7,0,7,2
neutral,#startup #business Personalservice: Neue Markenstrategie bei I-Potentials: Digital Executives startet Ende des... http://t.co/ttfHCEVYDK,1,1,2,0,13,3,4,13
neutral,#Startup-Wettbewerb honoriert zukunftsweisende Big-Data-Geschäftskonzepte http://t.co/oBU70kMYeJ #awards,1,1,2,0,6,0,0,6
neutral,"#Steinbrück macht nach #tvduell Boden gut, Grüne verlieren an Zustimmung. Der neue ARD-Deutschlandtrend: http://t.co/bigNBGxlJ7",1,1,2,0,14,9,7,14
neutral,"#Stelle #Kader Berater/in Marken und Kommunikation: Keim Identity GmbH, Zürich http://t.co/g91GFOhPWz #Projekt #Business",1,1,4,0,13,1,1,13
neutral,"#Stelle #Kader Polymechaniker (m/w) mit Ausbildung DRINGEND GESUCHT!!: activa selection ag Dietikon, F... http://t.co/sIK4Zagvt4 #Luzern",1,1,3,0,15,2,2,15
neutral,#STEMPEL #Qualität #sicher #online ▸ #Holzstempel aus #Buchenholz z. B. 50 x 30 mm (max. 6 Zeilen) mit #Zubehör http://t.co/CyLQO1ezAi,1,1,7,0,20,3,6,20
neutral,#street-stars vergibt unter allen VIP Bewerbungen 2 VIP Stellplätze auf den #Tuningdays austria mehr Infos auf http://t.co/Z9oByFRfPg,1,1,2,0,17,6,9,17
negative,#stress #exam #Deutsch #TelecomLille,0,0,4,0,4,4,0,0
positive,#sunday #nochurch #picsartalbum #hoodie #skinny #blackandwhite #framesp3 #pinklips # ;) #instagram… http://t.co/AggTRhoDu1,1,1,10,0,12,1,12,2
neutral,"#Sweatshirt #BRATWURST #THÜRINGEN schwarz, blaue Schrift... http://t.co/Wf2GUPTSqZ",1,1,3,0,7,0,1,7
negative,"#Syrien - die 4.world#USA gibt dem Synonym ""Blitzkrieg"" neue Bedeutung, da Denk ich gleich an ""Besitzstand wahren, auch im Ausland"" ..",0,0,2,0,21,21,12,14
neutral,#Syrien will internationaler Chemiewaffenkonvention beitreten: http://t.co/IUKU1tKXZT #breaking,1,1,2,0,7,2,1,7
neutral,"#Syrien: #Assad will kämpfen, nicht verhandeln http://t.co/GO7WgsSdqE",1,1,2,0,7,2,3,7
neutral,"#täschligate: Oprah Winfrey sagt ""Sorry, liebe Schweiz!"": ""Aufgeblasen"" sei die Berichterstattung über ihren g... http://t.co/wZQh9CHLRa",1,1,1,0,15,6,6,15
neutral,"#tagesspiegel. Zwei kommen, einer geht: Hertha BSC verleiht Angreifer Pierre-Michel Lasogga an den HSV, holt d... http://t.co/wZJeXiYLs1",1,1,1,0,17,4,7,17
neutral,"#Tageszeitung genießt größtes Vertrauen: Verleger kritisieren die ""wachsende Begeisterung an der Selbstzerstörung"". http://t.co/uWIGHP78bg",1,1,1,0,13,3,4,13
positive,"#tatort die Chinesen sprechen alle sehr gut deutsch, vom Satzbau her. Was bekom?",0,0,1,0,13,8,13,9
positive,#Taunus -Gourmet: Die selbstgesammelten Kastanien frisch auf dem Grill rösten...! So kann #Herbst Spaß machen.,0,0,2,0,15,5,15,9
neutral,#TeamFollowBack #SiguemeYTeSigo Syrien-Konflikt im Live-Ticker – USA: Keine sicheren Beweise für einen Giftgas-... http://t.co/YmPu2Zc05j,1,1,2,0,14,6,5,14
neutral,"#TeamStronach: Wahrheit, Transparenz, Fairness. Kurz #WTF #ORFReport",0,0,3,0,7,0,0,7
neutral,#TelecomItalia Chef geht; große Re-Organisation geplant http://t.co/JPbcOiWLgc http://t.co/D6rJlXkAAR,2,2,1,0,8,2,2,8
neutral,#Telekom Causa Schillerplatz: Anklagen rechtskräftig « WirtschaftsBlatt.at http://t.co/IjDB7sZi78,1,1,1,0,8,1,1,8
neutral,#Telmi #Computer | NSA durchsucht E-Mails von US-Bürgern noch intensiver als gedacht: Laut einem Zeitungsbericht... http://t.co/Aue8CpwQBt,1,1,2,0,16,8,7,16
negative,#telmi #dewa Brennpunkte: USA: Bei einem Baseballspiel der Atlanta Braves stürzt ein Fan in den Tod,0,0,2,0,16,16,6,12
neutral,#telmi #dewa Entertainment: US-Fernsehserien spielen immer mehr mit deutschen Klischees und Figuren,0,0,2,0,12,8,6,12
neutral,#telmi #dewa Freizeit: Studie: Vereinssport kann für Jugendliche gefährlich sein,0,0,2,0,10,8,3,10
neutral,#telmi #dewa High Tech: Laut Nintendo sind neue Konzepte wichtiger als HD-Remakes,0,0,2,0,12,6,3,12
neutral,#telmi #dewa Politik: Deutschland und Türkei möchten bei internationalen Konflikten gemeinsam handeln,0,0,2,0,12,4,3,12
neutral,#telmi #dewa Sport: Fußball/1. Bundesliga: Eintracht Braunschweig geht in Hamburg unter,0,0,2,0,11,6,5,11
negative,"#Telmi #Nachrichten | #news Urteil gegen Ex-Mafiaboss: Geschworene sprechen James ""Whitey"" Bulger schuldig:... http://t.co/2G8QQ8T1vr",1,1,3,0,14,14,5,8
neutral,#Tennis: neu im Programm: ran.de überträgt heute um 3h/3h15 WTA-Halbfinale aus Washington Andrea Petkovic gg Alize Cornet,0,0,1,0,17,5,6,17
neutral,"#tipico #soccer (tipico de news): ""Van Marwijk schaut nicht auf Namen"" http://t.co/Jj81QC2eNz",1,1,2,0,12,4,4,12
neutral,#tipico #soccer (tipico de news): Hannover: Mit Strafe nicht einverstanden http://t.co/bVp992NoZy,1,1,2,0,11,4,3,11
neutral,#Tischtennis: Der @1FCSaarbrckenTT hat sein erstes Saisonspiel gegen den amtierenden Deutschen Meister Werder Bremen mit 0:3 verloren.,0,0,1,1,17,7,8,17
neutral,#tods #auction 28866 auth TOD'S beige suede Loafers Flats Shoes 38 http://t.co/1H9jZuAQNq,1,1,2,0,12,0,0,12
neutral,#TRAFFIC-COACHING: 7 kostenlose Videos fuer extrem #zielgerichtete #Besuchermassen! http://t.co/d8czYKL4Bl,1,1,3,0,9,2,3,9
neutral,"#Trends. Deutschrocker verneigen sich vor Fritz Rau: ""Der große Impresario!"".. Check out! http://t.co/mK9g6TSDVW http://t.co/illUhqkiLn",2,2,1,0,13,2,3,13
negative,"#tvduell ""...deutsche STRAFRECHTE verletzt!..."" Endlich mal Recht&amp;Gesetz angesprochen! Machen d.Medien zu wenig, vor allem d.elektronischen!",0,0,1,0,15,15,6,6
negative,"#tvduell #Steinbrueck referenziert auf #Wikipedia? Vorsicht beim Doktortitel, Herr #Steinbrueck, #Wikipedia mögen die Profs nicht...",0,0,5,0,15,15,7,9
neutral,#tvduell Bravo Steinbrück: Neue Gesetzgebung bei Bekämpfung von Briefkastenfirmen im Kontext von Steuerhinterziehung,0,0,1,0,13,6,6,13
neutral,#TVDuell Frage an die beiden : Ich muss mit weniger als 400€ im monat klar kommen warum wird die jugend die... http://t.co/dMGewGWBJ4,1,1,1,0,22,15,15,22
negative,#tvduell Seehofers Quatsch kann selbst Merkel nicht verteidigen..,0,0,1,0,8,8,4,5
negative,#understatement: sein goldenes iPhone in ne silberne Hülle packen.,0,0,1,0,9,9,4,6
positive,#Upload: #Payday: Endlich menschliche Kollegen und direkt Like A Boss unterwegs! http://t.co/tstYcmnJdy,1,1,2,0,12,5,12,5
neutral,#Verkehrsmeldung mit silberem BMW aus #Aschheim vom 22.05.2013 #Verkehrsunfall #Unfallmeldung #Unfall ID637 http://t.co/9P3BsNUxqB,1,1,5,0,13,3,3,13
neutral,#Verkehrsrecht absolute Antragsdelikte: Absolute Antragsdelikte sind Straftaten deren Verfolgung http://t.co/5gxA3yU7B2,1,1,1,0,10,3,2,10
negative,#verletzt ;Ich habs verdient.,0,0,1,0,4,4,1,0
neutral,#video #sex #erotik Nylonslavelady-Avery - Wiesn Madl Deepthroat Sch****ereien nach dem Oktoberfest Teil 1: Te... http://t.co/h308Ndoxcp,1,1,3,0,16,4,4,16
neutral,"#Video: Austin Powers - Das Schärfste, was Ihre Majestät zu bieten hat http://t.co/q6t7M7qiG3",1,1,1,0,13,5,6,13
neutral,#Vishay Vishays optische Sensoren erzielen niedrigeren Stromverbrauch http://t.co/9XS0KnGUX7,1,1,1,0,8,0,0,8
neutral,#Voerde #Möllen Frankfurterstr Ende #STEAG seit Montag per Ampel Einspurig. http://t.co/QxBF4AgYnG,1,1,3,0,11,3,4,11
neutral,#wahlschau Kriminelle Südländer überfallen brutal Rentner http://t.co/2grMlvIn8g,1,1,1,0,7,0,0,7
neutral,"#Werneuchen Piraten entern ""kommunalpolitisch interessierte Bürger"" http://t.co/gx6xmyLjSw",1,1,1,0,7,1,0,7
neutral,#Wetter #Hamburg #Deutschland: 5°C ; Leicht bedeckt ; Wind : 12 Km/h ;   http://t.co/isM7KlL3xl,1,1,3,0,15,0,2,15
neutral,#WhatsApp: Rechtliche Schritte gegen Software-Mod WhatsApp+ http://t.co/5zOIZMEVjG,1,1,1,0,7,1,1,7
neutral,#widerstand Vereinigte Staaten kritisieren deutschen Exportüberschuß http://t.co/lTRdYtRFph #BRD,1,1,2,0,8,1,1,8
negative,#wiebitte #wiegehts Sozialer Wohnungsbau.. Das hat was von Brennpunkte schaffen! Ganz schlecht!,0,0,2,0,12,12,6,8
negative,"#wiegehts bewegender einspieler, aber #wiebitte sollen Kinder Sprache vernünftig lernen, wenn die Lehrerin schon nur gebrochen d. spricht?",0,0,2,0,18,18,7,13
negative,"#windows8 sucht hier ~15 Minuten nach Updates, bis dahin hätte ich ihm die URL auch gemütlich abtippen können dem blöden Ding.",0,0,1,0,21,21,13,12
neutral,#Wirtschaft: Österreichs Italien-Exporte brechen ein: http://t.co/zvauR6QXG7,1,1,1,0,6,0,1,6
neutral,"#Wissenschaft #Podcast Methodisch inkorrekt @MInkorrekt: Wunderb Neuentdeckung, top Input dabei locker &amp; unterhaltsam http://t.co/7PES126M0D",1,1,2,1,14,2,2,14
neutral,#Xbox 360 | GTA V #vereint die #besten #Elemente aus #allen Rockstar-Spielen: Unser Kollege… http://t.co/JrU1cSHLPe,1,1,5,0,15,4,5,15
neutral,#YouTube will die Zahl der Videoposts erhöhen und zeigt nun am Ende jedes Videos einen Share-Button http://t.co/Ljd4RMu0b3 #socialmedia,1,1,2,0,18,11,11,18
neutral,"#ZDF: Wetter, #3sat: Kulturzeit extra",0,0,2,0,5,1,1,5
